VENDOR_NAME,VENDOR_NBR,SKU_NBR,DC_ID,PO_NBR,FISCAL_WEEK_NBR,MDSE_GRP_DSC,DIRECTOR,CAT_NBR,CATEGORY,SKU_DSC,DNP_RANKING,COMBINED_ACTION,COMBINED_CAUSE,ACTION_TAKEN_ON_TIME,FILL_RATE_ISSUE,SUM_ORDERED,SUM_RCVD,FILL_RATE,FILL_RATE_WK_1,FILL_RATE_WK_2,FILL_RATE_WK_3,FILL_RATE_WK_4,FILL_RATE_WK_5,FILL_RATE_WK_6,FILL_RATE_WK_7,VENDOR_ISSUE,OOS_LIKELY,LATE_ISSUE,STA_DT,REQUESTED_DT,APPT_DT,TRAILER_ARRIVE_DT,RECEIVED_DT,RECEIPT_DELAY_DAYS,RECEIPT_DELAY_WK_1_AGO,RECEIPT_DELAY_WK_2_AGO,RECEIPT_DELAY_WK_3_AGO,RECEIPT_DELAY_WK_4_AGO,DC_BOH_QTY,STORE_BOH_QTY,ON_WITHDRAWAL_QTY,TOTAL_WEEKS_OF_SUPPLY,IN_STOCK_PERCENT,STORE_IN_STOCK_PCT,ACTIVE_IND,DISCON_IND,OOS_LIKELY2,AVG_FILL_RATE_4WK,AVG_RECEIPT_DELAY_4WK,AVG_FILL_RATE_8WK,AVG_RECEIPT_DELAY_8WK,SKU_AVG_MARGIN,TOTAL_UNITS_ORDERED,STORE_COUNT
HEALTHCORP,80021,25566,NC,32209,202535,BEAUTY & PERSONAL CARE,DIANA PRINCE,7,SKIN CARE,Pain Reliever 50ct,Top 50%,Escalate to Merchant,Demand spike,N,Y,198,83,41.8,39.6,46.2,48.1,48.6,41.4,27.7,43.1,Y,Y,N,2025-09-22,2025-09-24,2025-09-25,2025-09-25,2025-09-25,-1.0,5.1,0.9,0.6,-2.3,280,764,34,28.22,0.6482,0.64,A,N,Y,45.6,1.1,41.3,-0.0,0.4755,198,77
BIOMED,48902,93422,WA,32210,202536,BABY & CHILD,THOR ODINSON,8,BABY CARE,Hand Sanitizer 8oz,Bottom 50%,Vendor Outreach,Low fill rate (<85%),Y,N,216,186,86.3,78.4,78.4,73.3,97.5,85.0,88.4,82.2,N,N,N,2025-09-15,2025-09-14,2025-09-16,2025-09-16,2025-09-18,-0.1,-2.9,3.0,-3.6,-4.9,286,224,98,54.29,0.977,0.9812,A,N,N,81.9,-2.1,83.2,-1.9,0.4378,216,267
NOVAPHARM,41892,96278,AZ,32211,202538,CONSUMER HEALTH CARE,DIANA PRINCE,3,COLD & ALLERGY,Antacid Tablet 100ct,Top 50%,Vendor Outreach,>5 days late,,N,175,170,97.4,77.3,100,88.5,100,100,92.8,100,N,N,N,2025-08-25,2025-08-24,2025-08-24,2025-08-24,2025-08-24,1.4,0.4,3.0,5.0,2.0,277,394,146,41.47,0.7418,0.7174,A,N,N,91.5,2.6,95.0,3.5,0.1761,175,176
AKZE,32274,17667,OH,32212,202539,BEAUTY & PERSONAL CARE,DIANA PRINCE,7,SKIN CARE,Pain Reliever 50ct,Top 50%,Vendor Outreach,Weather delay,N,N,215,191,88.9,100,82.7,94.5,90.8,84.1,85.5,79.4,Y,Y,Y,2025-08-27,2025-08-29,2025-08-29,2025-08-29,2025-08-30,20.2,20.0,23.3,21.4,17.3,283,1250,51,25.34,0.3985,0.404,A,N,Y,92.0,20.5,88.6,20.9,0.1378,215,266
MEDIQ,55013,58929,AZ,32213,202542,CONSUMER HEALTH CARE,NATASHA ROMANOV,3,COLD & ALLERGY,Dog Food Dry 20lb,Top 10%,Vendor Outreach,Demand spike,Y,N,334,307,91.8,85.1,100,91.9,95.0,86.0,92.1,91.8,N,N,N,2025-09-23,2025-09-25,2025-09-25,2025-09-27,2025-09-29,4.5,4.2,6.8,-0.3,-5.8,144,143,82,51.61,0.9144,0.9207,A,N,N,93.0,1.2,91.5,3.1,0.4263,334,153
SYNCO,67441,90012,AZ,32214,202538,BEAUTY & PERSONAL CARE,BRUCE BANNER,6,HAIR CARE,Cough Syrup 8oz,Top 10%,Vendor Outreach,Demand spike,N,N,412,378,91.8,92.4,100,87.0,99.2,90.6,91.0,87.7,N,N,N,2025-09-14,2025-09-16,2025-09-17,2025-09-18,2025-09-20,-2.0,-6.0,-1.6,-2.0,-0.2,41,1662,39,20.96,0.8562,0.8955,A,N,N,94.7,-2.5,93.2,-1.6,0.5374,412,202
HEALTHCORP,80021,60692,FL,32215,202541,CONSUMER HEALTH CARE,DIANA PRINCE,1,DIGESTIVE HEALTH,Pain Reliever 50ct,Bottom 50%,Vendor Outreach,Vendor capacity constraint,,Y,148,88,59.6,51.7,59.9,61.2,56.1,77.3,57.4,62.3,Y,Y,N,2025-08-03,2025-08-02,2025-08-03,2025-08-03,2025-08-03,2.3,3.1,0.3,10.1,1.3,100,1731,202,23.49,0.3444,0.3221,A,N,Y,57.2,3.7,60.3,3.7,0.3546,148,299
NOVAPHARM,41892,87091,FL,32216,202538,CONSUMER HEALTH CARE,BRUCE BANNER,2,VITAMINS & SUPPLEMENTS,Shampoo 12oz,Top 10%,Vendor Outreach,Demand spike,Y,N,488,431,88.4,74.6,86.4,92.7,99.6,100,87.8,82.4,N,N,N,2025-09-24,2025-09-23,2025-09-24,2025-09-25,2025-09-26,1.9,1.4,5.1,1.9,-0.1,62,1442,265,24.54,0.8353,0.8214,A,N,N,88.3,2.1,88.2,2.3,0.2251,488,225
PRIMECARE,34567,51450,CA,32217,202539,BEAUTY & PERSONAL CARE,THOR ODINSON,7,SKIN CARE,Baby Wipes 80ct,Top 10%,Vendor Outreach,>5 days late,Y,N,342,332,97.1,80.5,100,96.8,89.6,78.4,100,94.5,Y,N,Y,2025-09-07,2025-09-10,2025-09-12,2025-09-14,2025-09-15,10.9,9.9,9.9,5.5,11.6,126,270,242,47.26,0.7691,0.7532,A,N,N,91.7,9.2,92.6,9.8,0.4491,342,234
ULTRAMED,75012,68517,NC,32218,202534,CONSUMER HEALTH CARE,THOR ODINSON,2,VITAMINS & SUPPLEMENTS,Allergy Relief 24ct,Top 10%,Vendor Outreach,>5 days late,N,N,243,218,89.7,91.4,87.3,100,100,83.4,92.1,87.6,N,N,N,2025-08-15,2025-08-18,2025-08-20,2025-08-20,2025-08-21,2.7,1.9,1.9,5.5,6.8,196,1000,219,28.3,0.9552,0.9671,A,N,N,94.7,4.0,92.0,1.5,0.3327,243,108
NOVAPHARM,41892,11610,NC,32219,202537,CONSUMER HEALTH CARE,THOR ODINSON,2,VITAMINS & SUPPLEMENTS,Nasal Spray 0.5oz,Top 10%,Vendor Outreach,Manufacturing shortage,Y,N,114,108,94.6,100,94.3,100,93.2,86.0,95.2,100,N,N,N,2025-09-07,2025-09-08,2025-09-08,2025-09-08,2025-09-09,-1.6,-4.7,-3.4,-3.2,-3.9,158,1285,175,25.18,0.7844,0.8314,A,N,N,96.9,-3.8,94.5,-4.1,0.2068,114,296
VITAGEN,91123,55064,IL,32220,202535,CONSUMER HEALTH CARE,BRUCE BANNER,4,PAIN MANAGEMENT,Baby Wipes 80ct,Top 50%,Vendor Outreach,Low fill rate (<85%),Y,Y,391,238,60.9,57.7,52.5,55.4,46.3,54.3,58.0,58.7,Y,Y,N,2025-08-30,2025-08-31,2025-08-31,2025-08-31,2025-09-01,-1.3,1.2,-8.0,-1.1,-4.3,376,1623,169,26.72,0.6229,0.6105,A,N,Y,53.0,-3.0,54.7,-6.0,0.1332,391,25
NOVAPHARM,41892,28664,OH,32221,202539,BABY & CHILD,THOR ODINSON,8,BABY CARE,Baby Wipes 80ct,Bottom 50%,Vendor Outreach,>5 days late,N,N,65,57,88.0,96.8,86.8,93.5,87.6,92.9,91.5,83.1,Y,N,Y,2025-08-25,2025-08-27,2025-08-27,2025-08-29,2025-08-29,8.9,12.5,3.4,13.4,9.5,156,984,122,25.65,0.8072,0.7944,A,N,N,91.2,9.7,90.4,11.9,0.4953,65,43
MEDIQ,55013,27143,IL,32222,202540,CONSUMER HEALTH CARE,BRUCE BANNER,4,PAIN MANAGEMENT,Cat Litter 40lb,Bottom 50%,Escalate to Merchant,Weather delay,N,Y,212,141,66.4,72.3,65.5,77.0,69.6,70.1,75.6,68.2,Y,Y,Y,2025-08-14,2025-08-16,2025-08-16,2025-08-19,2025-08-21,6.8,4.2,10.9,2.6,12.9,314,182,85,63.85,0.5034,0.5285,A,N,Y,71.1,7.7,70.3,6.2,0.1805,212,201
SUNRISE,88345,73346,WA,32223,202540,BABY & CHILD,PETER PARKER,8,BABY CARE,Bandage Assorted 30ct,Top 50%,Escalate to Merchant,Transportation issue,N,Y,454,298,65.7,58.2,71.2,67.0,70.3,81.0,60.3,69.9,Y,Y,Y,2025-09-18,2025-09-15,2025-09-16,2025-09-23,2025-09-25,19.3,22.5,24.1,19.3,20.6,180,521,298,38.35,0.3165,0.3177,A,N,Y,66.7,21.6,67.6,23.5,0.462,454,172
VITAGEN,91123,13239,FL,32224,202538,BABY & CHILD,NATASHA ROMANOV,8,BABY CARE,Dog Food Dry 20lb,Top 50%,Escalate to Merchant,Weather delay,,Y,233,186,79.7,77.1,88.8,76.6,78.8,78.7,85.4,85.3,Y,Y,Y,2025-09-13,2025-09-16,2025-09-17,2025-09-20,2025-09-22,14.2,16.1,15.1,16.7,12.4,309,332,278,55.36,0.665,0.6159,A,N,Y,80.3,15.1,82.4,14.0,0.441,233,16
ULTRAMED,75012,77193,FL,32225,202537,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Dog Food Dry 20lb,Top 50%,Escalate to Merchant,>5 days late,Y,Y,157,96,60.9,75.1,46.9,59.5,61.5,48.1,47.1,64.3,Y,Y,Y,2025-09-24,2025-09-25,2025-09-25,2025-09-27,2025-09-27,10.7,4.2,13.8,7.9,12.3,295,1839,65,23.92,0.4222,0.446,A,N,Y,60.8,9.6,57.0,9.6,0.2886,157,216
BIOMED,48902,49274,GA,32226,202534,CONSUMER HEALTH CARE,PETER PARKER,10,FIRST AID,Antacid Tablet 100ct,Top 10%,Vendor Outreach,Vendor capacity constraint,N,N,128,128,99.7,100,99.3,100,82.8,92.6,96.1,85.4,N,N,N,2025-09-27,2025-09-26,2025-09-26,2025-09-26,2025-09-26,-1.6,3.4,-1.1,-0.3,-4.6,345,1182,90,27.36,0.7093,0.7282,A,N,N,95.5,-0.6,94.2,-1.9,0.2277,128,129
ULTRAMED,75012,78733,TX,32227,202539,BABY & CHILD,NATASHA ROMANOV,8,BABY CARE,Vitamin C 500mg 60ct,Bottom 50%,Escalate to Merchant,Manufacturing shortage,Y,Y,137,75,54.4,54.8,61.1,50.1,58.6,54.1,42.9,60.9,Y,Y,N,2025-08-31,2025-08-29,2025-08-31,2025-09-01,2025-09-03,0.7,2.1,2.2,-3.6,2.6,103,1079,234,26.25,0.4102,0.3609,A,N,Y,56.1,0.8,54.8,1.4,0.3366,137,261
PRIMECARE,34567,85514,CA,32228,202541,CONSUMER HEALTH CARE,PETER PARKER,2,VITAMINS & SUPPLEMENTS,Multivitamin 90ct,Top 50%,Vendor Outreach,Manufacturing shortage,Y,Y,481,343,71.3,68.1,81.8,73.1,66.7,71.4,88.5,70.4,Y,Y,N,2025-09-26,2025-09-29,2025-09-29,2025-09-30,2025-10-02,4.4,1.1,4.0,3.1,4.1,275,647,34,29.55,0.5792,0.6014,A,N,Y,72.4,3.1,73.7,3.6,0.4399,481,268
VITAGEN,91123,69105,FL,32229,202542,BEAUTY & PERSONAL CARE,BRUCE BANNER,5,PERSONAL CARE,Baby Wipes 80ct,Bottom 50%,Vendor Outreach,>5 days late,Y,N,63,54,86.1,95.2,81.5,73.6,76.4,95.1,91.1,79.8,Y,N,Y,2025-08-30,2025-08-27,2025-08-27,2025-08-28,2025-08-30,6.2,5.8,4.6,4.6,3.3,486,946,71,31.78,0.8365,0.8144,A,N,N,81.7,4.6,85.5,7.8,0.1798,63,73
SUNRISE,88345,61229,FL,32230,202538,CONSUMER HEALTH CARE,THOR ODINSON,2,VITAMINS & SUPPLEMENTS,Antacid Tablet 100ct,Top 10%,Vendor Outreach,>5 days late,,N,233,204,87.7,84.0,71.2,79.2,86.0,98.5,91.1,76.0,Y,Y,Y,2025-09-19,2025-09-19,2025-09-19,2025-09-22,2025-09-23,15.9,15.3,13.9,17.5,16.2,465,538,102,41.08,0.3366,0.3288,A,N,Y,80.1,15.7,84.2,17.5,0.401,233,122
ULTRAMED,75012,32004,FL,32231,202542,CONSUMER HEALTH CARE,PETER PARKER,1,DIGESTIVE HEALTH,Probiotic 30ct,Top 10%,Vendor Outreach,Weather delay,,N,217,195,89.8,89.3,82.0,81.8,97.1,86.6,84.6,92.3,Y,N,Y,2025-08-30,2025-08-28,2025-08-28,2025-08-30,2025-09-01,7.6,9.0,10.3,6.4,10.3,319,805,22,28.47,0.7195,0.6914,A,N,N,87.5,9.0,87.7,11.6,0.3413,217,97
NOVAPHARM,41892,88625,GA,32232,202539,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Shampoo 12oz,Bottom 50%,Vendor Outreach,Transportation issue,Y,N,439,432,98.3,91.8,100,91.1,99.1,90.1,91.6,89.8,Y,N,Y,2025-08-08,2025-08-07,2025-08-07,2025-08-10,2025-08-10,9.5,12.4,9.4,9.0,14.5,317,212,30,52.74,0.7399,0.7398,A,N,N,95.5,11.3,94.1,11.9,0.2071,439,237
HEALTHCORP,80021,27598,OH,32233,202542,BEAUTY & PERSONAL CARE,DIANA PRINCE,6,HAIR CARE,Vitamin C 500mg 60ct,Top 10%,Vendor Outreach,Weather delay,Y,N,262,248,94.7,100,94.3,96.4,98.8,88.8,95.2,100,N,N,N,2025-09-03,2025-09-02,2025-09-02,2025-09-03,2025-09-05,4.3,5.8,-0.1,5.3,10.3,3,182,251,47.91,0.7203,0.6895,A,N,N,97.4,5.3,95.8,4.5,0.1413,262,291
SYNCO,67441,76509,TX,32234,202538,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,7,SKIN CARE,Hand Sanitizer 8oz,Top 10%,Vendor Outreach,Weather delay,,N,151,134,88.7,91.4,94.1,86.8,97.2,84.5,83.9,89.3,Y,Y,Y,2025-08-28,2025-08-31,2025-08-31,2025-09-07,2025-09-07,20.6,19.4,18.2,23.0,17.0,390,831,218,34.63,0.6416,0.6675,A,N,Y,92.4,19.4,89.9,21.8,0.427,151,141
PRIMECARE,34567,50088,WA,32235,202542,BEAUTY & PERSONAL CARE,CAROL DANVERS,5,PERSONAL CARE,Fiber Supplement 90ct,Top 50%,Escalate to Merchant,Weather delay,,Y,86,47,54.7,49.6,53.5,49.5,55.3,54.3,63.1,44.8,Y,Y,Y,2025-09-01,2025-08-31,2025-09-02,2025-09-06,2025-09-06,11.6,18.0,8.4,14.4,11.1,209,1862,19,22.45,0.697,0.6594,A,N,Y,52.0,13.0,53.4,12.5,0.2569,86,260
SUNRISE,88345,58258,CA,32236,202537,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Probiotic 30ct,Top 50%,Vendor Outreach,Transportation issue,,N,67,66,98.8,90.7,100,100,100,100,100,100,Y,N,Y,2025-09-11,2025-09-13,2025-09-14,2025-09-17,2025-09-19,9.7,9.1,15.2,8.0,14.8,300,1895,41,23.6,0.8504,0.8193,A,N,N,97.7,11.8,98.8,8.5,0.236,67,282
VITAGEN,91123,86818,OH,32237,202535,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Allergy Relief 24ct,Bottom 50%,Escalate to Merchant,Weather delay,Y,Y,447,336,75.1,82.1,77.6,69.3,78.4,88.0,74.8,74.2,Y,N,Y,2025-09-11,2025-09-10,2025-09-12,2025-09-15,2025-09-15,8.5,9.6,8.5,7.3,5.0,90,817,95,24.53,0.9042,0.874,A,N,N,76.8,7.6,78.1,12.0,0.1835,447,40
MEDIQ,55013,35150,OH,32238,202535,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,7,SKIN CARE,Hand Sanitizer 8oz,Top 50%,Vendor Outreach,>5 days late,Y,N,135,116,86.2,89.7,88.3,88.0,87.0,87.1,95.4,86.3,N,N,N,2025-09-20,2025-09-17,2025-09-18,2025-09-19,2025-09-20,-0.1,-0.5,-2.8,-4.7,1.9,242,1600,172,25.18,0.8753,0.859,A,N,N,88.2,-1.5,88.6,-2.3,0.5234,135,214
GREENLEAF,61234,17502,GA,32239,202534,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,6,HAIR CARE,Pain Reliever 50ct,Bottom 50%,Escalate to Merchant,Manufacturing shortage,N,Y,407,235,57.7,51.0,67.0,42.1,61.7,58.4,38.4,53.9,Y,Y,N,2025-08-27,2025-08-29,2025-08-29,2025-08-29,2025-08-31,3.3,0.5,6.4,1.5,0.4,490,1979,164,26.61,0.3067,0.2927,A,N,Y,55.5,2.2,54.9,3.2,0.2051,407,258
SUNRISE,88345,90293,TX,32240,202541,BEAUTY & PERSONAL CARE,DIANA PRINCE,6,HAIR CARE,Probiotic 30ct,Top 10%,Vendor Outreach,Demand spike,Y,N,488,466,95.5,100,100,85.6,87.6,100,83.6,98.3,N,N,N,2025-09-25,2025-09-25,2025-09-25,2025-09-26,2025-09-26,-1.8,-6.5,-1.1,-4.2,-3.6,246,1407,276,27.42,0.7699,0.7411,A,N,N,93.3,-3.9,93.1,-3.8,0.2957,488,24
HEALTHCORP,80021,60264,OH,32241,202541,CONSUMER HEALTH CARE,BRUCE BANNER,4,PAIN MANAGEMENT,Bandage Assorted 30ct,Bottom 50%,Vendor Outreach,Low fill rate (<85%),Y,N,393,341,86.8,75.1,93.3,94.3,86.3,83.4,81.0,71.7,N,N,N,2025-08-25,2025-08-27,2025-08-29,2025-08-31,2025-09-01,4.5,2.7,2.2,3.5,-0.3,413,527,114,40.0,0.7751,0.7542,A,N,N,87.2,2.0,84.4,3.2,0.4351,393,69
HEALTHCORP,80021,26700,GA,32242,202534,BEAUTY & PERSONAL CARE,PETER PARKER,7,SKIN CARE,Nasal Spray 0.5oz,Top 50%,Escalate to Merchant,Demand spike,,Y,352,224,63.6,76.4,45.3,60.4,70.5,57.5,50.7,52.8,Y,Y,N,2025-08-19,2025-08-22,2025-08-22,2025-08-23,2025-08-25,-0.4,-0.9,5.5,-0.1,-2.6,233,351,145,41.54,0.3583,0.3748,A,N,Y,63.1,0.5,60.7,1.5,0.5457,352,73
SUNRISE,88345,85231,WA,32243,202538,CONSUMER HEALTH CARE,NATASHA ROMANOV,4,PAIN MANAGEMENT,Sunscreen SPF50 4oz,Top 50%,Escalate to Merchant,>5 days late,,Y,242,103,42.6,30.8,44.3,38.3,39.4,27.4,47.8,40.3,Y,Y,Y,2025-09-28,2025-10-01,2025-10-01,2025-10-01,2025-10-03,17.0,20.0,13.2,15.3,22.3,200,741,216,31.23,0.5712,0.6202,A,N,Y,38.2,17.7,38.9,15.7,0.5154,242,290
NOVAPHARM,41892,27157,GA,32244,202538,CONSUMER HEALTH CARE,THOR ODINSON,10,FIRST AID,Vitamin C 500mg 60ct,Top 10%,Escalate to Merchant,Low fill rate (<85%),,Y,133,87,65.4,56.8,68.7,69.8,62.1,67.2,60.4,61.0,Y,Y,N,2025-08-28,2025-08-30,2025-08-30,2025-08-30,2025-08-30,4.0,1.7,0.1,-4.1,8.4,182,1020,91,25.35,0.678,0.6397,A,N,Y,64.3,1.5,65.2,-0.3,0.4251,133,135
NOVAPHARM,41892,41569,NY,32245,202536,BABY & CHILD,THOR ODINSON,8,BABY CARE,Multivitamin 90ct,Bottom 50%,Escalate to Merchant,Weather delay,,Y,242,179,74.1,73.4,86.0,73.4,81.7,78.9,77.4,67.0,Y,Y,Y,2025-09-12,2025-09-13,2025-09-13,2025-09-13,2025-09-15,15.5,14.5,16.6,18.5,17.2,293,1222,245,28.81,0.4095,0.434,A,N,Y,78.6,16.7,76.6,15.5,0.2951,242,74
HEALTHCORP,80021,18322,AZ,32246,202534,CONSUMER HEALTH CARE,DIANA PRINCE,3,COLD & ALLERGY,Fiber Supplement 90ct,Bottom 50%,Vendor Outreach,Low fill rate (<85%),N,Y,468,298,63.6,67.1,55.0,53.1,62.3,60.4,49.8,73.1,Y,Y,N,2025-09-21,2025-09-20,2025-09-20,2025-09-20,2025-09-20,4.8,8.3,6.5,8.5,6.4,294,472,82,35.93,0.3351,0.3108,A,N,Y,59.4,7.4,61.3,7.4,0.2636,468,288
VITAGEN,91123,96266,CA,32247,202534,CONSUMER HEALTH CARE,NATASHA ROMANOV,4,PAIN MANAGEMENT,Multivitamin 90ct,Top 50%,Vendor Outreach,Weather delay,N,N,315,311,98.6,95.2,95.9,100,100,100,91.8,100,N,N,N,2025-08-10,2025-08-09,2025-08-09,2025-08-09,2025-08-11,5.0,3.3,0.9,5.8,5.2,282,492,183,38.9,0.7804,0.8033,A,N,N,97.8,3.8,97.0,5.0,0.3924,315,93
PRIMECARE,34567,20912,OH,32248,202542,BEAUTY & PERSONAL CARE,DIANA PRINCE,7,SKIN CARE,Shampoo 12oz,Top 10%,Vendor Outreach,Weather delay,N,N,372,357,96.0,100,95.6,98.7,100,87.8,83.6,89.4,Y,N,Y,2025-09-04,2025-09-01,2025-09-03,2025-09-07,2025-09-08,8.3,6.4,2.7,13.6,8.3,33,724,45,22.15,0.8052,0.7886,A,N,N,98.6,7.8,94.4,7.2,0.1044,372,203
VITAGEN,91123,23762,TX,32249,202538,CONSUMER HEALTH CARE,CAROL DANVERS,3,COLD & ALLERGY,Diaper Size 3 160ct,Top 10%,Escalate to Merchant,Weather delay,,Y,463,285,61.5,77.5,49.3,59.3,68.2,53.9,48.2,50.8,Y,Y,Y,2025-09-05,2025-09-06,2025-09-07,2025-09-10,2025-09-12,8.6,10.9,13.5,6.3,3.8,65,580,4,22.38,0.5747,0.596,A,N,Y,63.6,8.6,58.4,7.7,0.3876,463,199
SYNCO,67441,98895,NC,32250,202536,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,7,SKIN CARE,Hand Sanitizer 8oz,Bottom 50%,Escalate to Merchant,Demand spike,,Y,231,173,75.1,68.7,75.0,58.0,83.5,85.9,65.1,69.7,Y,N,N,2025-08-16,2025-08-13,2025-08-13,2025-08-15,2025-08-15,4.6,10.2,5.3,-1.1,3.8,43,1572,146,22.4,0.8607,0.86,A,N,N,71.3,4.5,72.4,8.1,0.5196,231,79
PRIMECARE,34567,77503,AZ,32251,202534,CONSUMER HEALTH CARE,BRUCE BANNER,2,VITAMINS & SUPPLEMENTS,Fiber Supplement 90ct,Top 10%,Escalate to Merchant,Transportation issue,N,Y,475,346,72.8,58.3,70.0,60.7,72.8,66.8,71.4,53.2,Y,Y,Y,2025-09-29,2025-10-02,2025-10-04,2025-10-07,2025-10-07,18.4,18.0,17.6,16.7,19.0,38,801,68,22.65,0.5055,0.5507,A,N,Y,65.5,17.8,65.2,18.7,0.5113,475,137
NOVAPHARM,41892,48019,OH,32252,202538,BABY & CHILD,DIANA PRINCE,8,BABY CARE,Multivitamin 90ct,Top 50%,Vendor Outreach,>5 days late,Y,N,427,404,94.5,80.3,100,100,85.8,77.7,92.9,100,Y,N,Y,2025-08-01,2025-07-31,2025-08-02,2025-08-04,2025-08-05,18.7,16.2,16.1,22.0,17.4,181,68,51,88.24,0.8249,0.7947,A,N,N,91.5,17.9,91.9,13.7,0.5109,427,13
ULTRAMED,75012,42785,IL,32253,202539,BABY & CHILD,CAROL DANVERS,8,BABY CARE,Fiber Supplement 90ct,Top 10%,Escalate to Merchant,Low fill rate (<85%),N,Y,269,213,79.3,76.2,73.1,77.9,91.0,78.5,75.2,80.9,Y,N,N,2025-08-03,2025-08-01,2025-08-02,2025-08-03,2025-08-05,3.2,-0.6,7.9,3.8,5.0,169,1895,16,21.95,0.7465,0.7164,A,N,N,79.5,4.0,78.1,4.4,0.3201,269,263
SUNRISE,88345,26703,GA,32254,202540,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Diaper Size 3 160ct,Top 10%,Vendor Outreach,Weather delay,N,N,105,102,96.9,100,100,100,97.9,100,100,87.1,Y,N,Y,2025-08-10,2025-08-12,2025-08-14,2025-08-15,2025-08-15,6.1,7.8,5.3,9.5,6.3,143,1620,58,22.48,0.9506,1,A,N,N,99.5,7.2,97.3,7.3,0.4179,105,62
SUNRISE,88345,75841,NC,32255,202536,CONSUMER HEALTH CARE,THOR ODINSON,3,COLD & ALLERGY,Baby Wipes 80ct,Top 50%,Vendor Outreach,Transportation issue,Y,N,117,106,91.0,100,90.2,96.2,91.9,92.2,96.0,100,Y,N,Y,2025-08-31,2025-08-28,2025-08-30,2025-09-02,2025-09-04,11.7,10.2,15.7,12.0,14.4,26,673,56,22.44,0.7781,0.7562,A,N,N,94.6,13.1,94.3,14.8,0.1818,117,10
ULTRAMED,75012,52157,IL,32256,202538,BEAUTY & PERSONAL CARE,THOR ODINSON,5,PERSONAL CARE,Sunscreen SPF50 4oz,Bottom 50%,Vendor Outreach,Transportation issue,Y,N,101,92,91.5,91.4,100,89.5,94.9,85.6,80.9,92.0,N,N,N,2025-08-18,2025-08-16,2025-08-18,2025-08-19,2025-08-19,0.5,-1.1,0.3,-3.5,-1.3,454,267,66,58.95,0.8826,0.8928,A,N,N,94.0,-1.4,90.4,3.7,0.1868,101,238
NOVAPHARM,41892,81641,NC,32257,202541,BEAUTY & PERSONAL CARE,CAROL DANVERS,6,HAIR CARE,Multivitamin 90ct,Top 10%,Vendor Outreach,Transportation issue,,N,153,142,93.0,98.4,95.4,96.4,82.0,99.2,100,84.5,N,N,N,2025-08-05,2025-08-05,2025-08-06,2025-08-06,2025-08-06,3.9,6.5,1.9,2.6,-2.6,306,611,66,32.18,0.784,0.8296,A,N,N,93.1,2.1,95.2,4.1,0.4665,153,263
BIOMED,48902,77303,TX,32258,202542,CONSUMER HEALTH CARE,BRUCE BANNER,3,COLD & ALLERGY,Hand Sanitizer 8oz,Bottom 50%,Vendor Outreach,Vendor capacity constraint,Y,Y,449,257,57.2,52.9,53.8,67.6,57.4,56.3,56.6,65.8,Y,Y,N,2025-08-11,2025-08-09,2025-08-09,2025-08-09,2025-08-10,1.5,-0.1,0.8,3.5,0.5,20,1359,75,21.4,0.6768,0.6546,A,N,Y,57.9,1.2,57.7,3.9,0.5453,449,117
NOVAPHARM,41892,10183,GA,32259,202539,CONSUMER HEALTH CARE,DIANA PRINCE,10,FIRST AID,Eye Drops 0.5oz,Top 10%,Vendor Outreach,Weather delay,N,N,411,404,98.3,100,97.9,100,100,94.3,100,97.3,Y,N,Y,2025-09-04,2025-09-06,2025-09-08,2025-09-08,2025-09-10,6.2,7.7,13.8,9.8,13.4,381,1459,195,27.9,0.9742,0.9499,A,N,N,99.5,11.2,97.9,9.3,0.1993,411,147
GREENLEAF,61234,92549,NY,32260,202537,CONSUMER HEALTH CARE,CAROL DANVERS,3,COLD & ALLERGY,Hand Sanitizer 8oz,Top 50%,Vendor Outreach,>5 days late,N,Y,272,153,56.2,59.1,54.2,58.3,60.9,59.6,52.3,43.3,Y,Y,Y,2025-08-13,2025-08-10,2025-08-10,2025-08-11,2025-08-12,15.7,16.0,13.4,21.5,17.6,125,981,206,26.75,0.3401,0.3428,A,N,Y,58.1,17.1,54.6,16.6,0.1093,272,16
AKZE,32274,27324,IL,32261,202536,CONSUMER HEALTH CARE,THOR ODINSON,2,VITAMINS & SUPPLEMENTS,Bandage Assorted 30ct,Bottom 50%,Vendor Outreach,Demand spike,N,N,357,304,85.2,70.8,100,81.0,95.5,93.3,78.6,95.9,N,N,N,2025-08-31,2025-08-29,2025-08-29,2025-08-29,2025-08-31,-0.6,-0.2,-6.9,0.4,-3.0,354,597,278,41.17,0.7357,0.7682,A,N,N,86.8,-2.4,88.0,-1.4,0.1638,357,124
